,labels,sentences
7977,russian.stackexchange.com.txt,Why does 'в' have a special case in consonant voicing?
7978,serverfault.com.txt,Recurring event log corruption on Windows Server 2008
7979,money.stackexchange.com.txt,Why does the IRS only allow for the itemized deduction of one type of state tax?
7980,latin.stackexchange.com.txt,"Is there a Latin construction for ""she must be"" as in ""I bet she is""/""She probably is""?"
7981,homebrew.stackexchange.com.txt,What BJCP category does this breakfast stout fall under?
7982,esperanto.stackexchange.com.txt,"Pronunciation of ""r"" in Esperanto"
7983,lifehacks.stackexchange.com.txt,Does saliva really stops bleeding bruises/wounds?
7984,eosio.stackexchange.com.txt,"If I lost my active private key, can I recover my account using my owner key?"
7985,iota.stackexchange.com.txt,Does Broadcasting a Bundle on Both MainNet and TestNet Facilitate Brute Forcing the Seed?
7986,opendata.stackexchange.com.txt,Predictors for AD/senile dementia dataset
7987,workplace.stackexchange.com.txt,"How to ask for final decision date for a position , when you have another offer pending?"
7988,russian.stackexchange.com.txt,Which one of these two pangram transliterations is correct?
7989,graphicdesign.stackexchange.com.txt,Tell element not to snap to baseline grid
7990,stellar.stackexchange.com.txt,Does AUTO_MAINTENANCE setting clear Horizon DB?
7991,stellar.stackexchange.com.txt,Trustline for account purchasing an asset on an exchange
7992,esperanto.stackexchange.com.txt,"Kiel traduki ""plain text"" (nur-teksta dosierformo)?"
7993,sqa.stackexchange.com.txt,What do I need to do if dropdown takes more time to populate 1st element from dropdown list?
7994,interpersonal.stackexchange.com.txt,Etiquette about signing card when coworker leaves
7995,russian.stackexchange.com.txt,How does до сих пор mean 'still'
7996,sqa.stackexchange.com.txt,How to handle InvalidElementStateException in Selenium?
7997,languagelearning.stackexchange.com.txt,When is Google Translate good for in the learning process?
7998,quant.stackexchange.com.txt,easy one step option replication
7999,webapps.stackexchange.com.txt,The number of answers I have written is different between my computer browser and my Quora Android app
8000,health.stackexchange.com.txt,Why are obgyns generally hesitant to do VBAC (vaginal birth after cesarean sections) births? Do previous c-sections impose added risks?
8001,worldbuilding.stackexchange.com.txt,What would be the effects of a 9 year day?
8002,islam.stackexchange.com.txt,What are the activities that are proven in Ahadith to have taken place in mosque other than worshipping?
8003,worldbuilding.stackexchange.com.txt,What would be the effects of the common house cat rapidly acquiring flight ability?
8004,gaming.stackexchange.com.txt,How can I use the Skyrim console with a notebook keyboard?
8005,mythology.stackexchange.com.txt,How old is the belief that spilling salt is unlucky and should be followed by throwing a pinch of salt over the shoulder?
8006,scifi.stackexchange.com.txt,Why don't the Vidiians replicate or clone organs?
8007,sports.stackexchange.com.txt,What happens if a ball is lost in cricket?
8008,softwareengineering.stackexchange.com.txt,What web oriented language would work best with binary data?
8009,musicfans.stackexchange.com.txt,Has Glory To Glory by William Matthews just a religion meaning?
8010,history.stackexchange.com.txt,Physics of a heavy cavalry charge?
8011,english.stackexchange.com.txt,"""Types of"" followed by singular or plural?"
8012,engineering.stackexchange.com.txt,Nozzle Sac Pressure Estimation from flow rate
8013,iota.stackexchange.com.txt,What is the absolute minimum cumulative weight that a transaction must have to be considered confirmed by a vendor?
8014,hermeneutics.stackexchange.com.txt,"Is ""God"" capitalised because it's the given name of Christianity's god?"
8015,monero.stackexchange.com.txt,How to pronounce Monero correctly
8016,matheducators.stackexchange.com.txt,"Is algebra really the gatekeeper to higher math, or is it multiplicative reasoning?"
8017,music.stackexchange.com.txt,Why do Guitar chords work the way they do compared to a Piano?
8018,fitness.stackexchange.com.txt,increasing muscle size / mass and protein intake
8019,parenting.stackexchange.com.txt,How to protect my children from cyber-bullying
8020,tor.stackexchange.com.txt,Critroni new bug in Tor
8021,wordpress.stackexchange.com.txt,Sort list of Wordpress Page under tag when is_tag() called
8022,graphicdesign.stackexchange.com.txt,How to logically organize color palettes for use in Illustrator and Photoshop for a specific project?
8023,french.stackexchange.com.txt,"2 different ways to translate ""me + infinitive"" -- why?"
8024,scicomp.stackexchange.com.txt,How to deal with a huge system of ODEs in Boost ODEINT?
8025,ru.stackoverflow.com.txt,Что быстрее regex или стандартный str.replace()
8026,sports.stackexchange.com.txt,FIFA World Cup 2018: Is the group stage goal ratio lowest?
8027,hardwarerecs.stackexchange.com.txt,Mobile device without a wireless interface to store sensitive informations
8028,lifehacks.stackexchange.com.txt,How to remove pan's stain from wall ..?
8029,korean.stackexchange.com.txt,Why is there a limit to the quantity that can be expressed in Native Korean numbers?
8030,ru.stackoverflow.com.txt,Можно ли вытворять такое в SQL-запросе?
8031,softwarerecs.stackexchange.com.txt,Suggestions about a platform for sharing projects and ideas
8032,softwareengineering.stackexchange.com.txt,What are the downsides of RoR?
8033,gis.stackexchange.com.txt,Repaint seems not working when called multiple times from the same method
8034,german.stackexchange.com.txt,"""Das Buch wird immer zu uns gehören"""
8035,english.stackexchange.com.txt,Why are the words Reich and Kaiser capitalised in English?
8036,gis.stackexchange.com.txt,How to create an interactive web mapping site with comment/rating system?
8037,korean.stackexchange.com.txt,what does 안으로 샐죽하니 튀들어 가지 않느냐. mean?
8038,judaism.stackexchange.com.txt,What happened to the spoils from Egypt?
8039,wordpress.stackexchange.com.txt,Problem in getting user comments permalinks
8040,stackoverflow.com.txt,Unicode vs UTF-8 confusion in Python / Django?
8041,robotics.stackexchange.com.txt,"2 wheeled, 2 motor robot control"
8042,sharepoint.stackexchange.com.txt,Workflow create task with content type - Custom Forms in InfoPath
8043,fitness.stackexchange.com.txt,Stronglifts 5x5: Start in deficit and move to surplus when reaching 5RM on lifts
8044,gamedev.stackexchange.com.txt,How do I export a Java project on Eclipse as an executable?
8045,ux.stackexchange.com.txt,What are some good Content Auditing tools or practices around the web?
8046,skeptics.stackexchange.com.txt,Does converting handedness lead to memory disorders?
8047,german.stackexchange.com.txt,Ist dieser Satz korrekt geschrieben?
8048,sitecore.stackexchange.com.txt,How to add custom language to Sitecore on Azure PaaS Web Apps?
8049,languagelearning.stackexchange.com.txt,What's a Japanese language-learning website with interlinear gloss translations?
8050,quant.stackexchange.com.txt,Importance of filtrations that are NOT natural filtrations
8051,moderators.stackexchange.com.txt,How to organize a solution to a problem in my local community?
8052,french.stackexchange.com.txt,"Using ""faire en sorte que"" and ""par hasard"" in the same sentence"
8053,stellar.stackexchange.com.txt,Setting the network interface for core?
8054,fitness.stackexchange.com.txt,Alternating exercise to get faster fitness gains
8055,musicfans.stackexchange.com.txt,Vinyl grooves look like scratch
8056,serverfault.com.txt,firewall vpn for small business - cisco asa 5505 vs. citrix access gateway 2010 vs. sonicwall sslvpn 2500 vs.juniper sa 2500
8057,latin.stackexchange.com.txt,When did the classical period of Latin end?
8058,pets.stackexchange.com.txt,"After getting a pet from an animal shelter, should I take it to the vet for a checkup?"
8059,wordpress.stackexchange.com.txt,How to set the default value of a option in a theme?
8060,spanish.stackexchange.com.txt,What title should I use for myself if I am unmarried - divorced?
8061,parenting.stackexchange.com.txt,"What to do about my 6-year-old son with listening, focus and behavioral issues?"
8062,photo.stackexchange.com.txt,All white with dark contrast color
8063,lifehacks.stackexchange.com.txt,What can I do to find the end of the tape roll easily?
8064,lifehacks.stackexchange.com.txt,How to fix jeans where the belt loops have pulled out?
8065,fitness.stackexchange.com.txt,will i face any problems on body building
8066,sustainability.stackexchange.com.txt,What are the environmental effects of discarding radioactive smoke detectors?
8067,opendata.stackexchange.com.txt,Sidewalk accessibility mapping in California
8068,monero.stackexchange.com.txt,"What if the lead developers abandon Monero, like what happened to Boolberry?"
8069,serverfault.com.txt,Limiting a Remote VPN User to an IP address
8070,esperanto.stackexchange.com.txt,"Kio estas la esperanta nombro disigilo, komo aŭ mallarĝa spaceto?"
8071,windowsphone.stackexchange.com.txt,"Is there any way to use the Photosynth app only to take photos, in full resolution?"
8072,politics.stackexchange.com.txt,Why did the US approval rating in Egypt tank massively since 2006?
8073,worldbuilding.stackexchange.com.txt,what would the scientific name of an angel like creature be?
8074,linguistics.stackexchange.com.txt,Correct syllabification in (American) English
8075,martialarts.stackexchange.com.txt,How to overcome fear to jump?
8076,joomla.stackexchange.com.txt,How can I use com_ajax to load and unload another module (for Adaptive Design)
8077,worldbuilding.stackexchange.com.txt,What is the currency in an emerging space economy?
8078,sound.stackexchange.com.txt,Foucsrite Scarlett 2i2 and Windows 7
8079,reverseengineering.stackexchange.com.txt,Sending image to Epson wireless Projector (SOLVED!)
8080,retrocomputing.stackexchange.com.txt,Early 65C816 CPU's SEP and REP instruction are followed by a NOP?
8081,ethereum.stackexchange.com.txt,Strange popup window trying to send ether when I run aleth zero. What should I do?
8082,stats.stackexchange.com.txt,Regression to remove consecutive effects
8083,softwarerecs.stackexchange.com.txt,Any good duplicate photos finder based on photo contents omitting metadata?
8084,russian.stackexchange.com.txt,What is the difference between the letter Е and Э?
8085,eosio.stackexchange.com.txt,Understanding the RAM Allocation Model
8086,engineering.stackexchange.com.txt,Why do we prefer resistance over conductivity in describing Ohm's law?
8087,russian.stackexchange.com.txt,"Почему у групповых топонимов в родительном падеже обычно нулевое окончание (Мальдив, Альп, Курил)?"
8088,stellar.stackexchange.com.txt,core binding to localhost instead of ip address
8089,opendata.stackexchange.com.txt,Federal and State Road Information
8090,korean.stackexchange.com.txt,"How is Yi, as in Yi Dynasty, spelled in Hangul?"
8091,mathematica.stackexchange.com.txt,Extract the real components from a very large expression
8092,stackapps.com.txt,OBSOLETE - SOAPI-EXPLORE: Self-updating single page JavaSript API test harness
8093,sqa.stackexchange.com.txt,What are different type of gamers and how it is helpful for game testing?
8094,sitecore.stackexchange.com.txt,Parameter value for the rendering present in the standard value of the template
8095,softwarerecs.stackexchange.com.txt,What data visualization tools/BI tools to use in web application?
8096,tezos.stackexchange.com.txt,How to run tezos node in private mode using docker images?
8097,musicfans.stackexchange.com.txt,What is the third note in the Devil's Tritone?
8098,math.stackexchange.com.txt,Proving the odd Bernoulli numbers are zero
8099,musicfans.stackexchange.com.txt,"Which saxophone is used on ""Don't Deal With the Devil""?"
8100,photo.stackexchange.com.txt,Is there any alternative of 'Animoto' for making movies from images?
8101,italian.stackexchange.com.txt,"Perché in Italia gli spazzini si chiamano ""operatori ecologici""?"
8102,sharepoint.stackexchange.com.txt,IIS 7 Shared Configuration and SharePoint
8103,parenting.stackexchange.com.txt,How do I approach my 13-year-old daughter's confusion regarding her sexuality?
8104,quant.stackexchange.com.txt,soft vs hard contraints in portfolio optimizations
8105,photo.stackexchange.com.txt,Better to buy an older high-level camera or newer entry-level camera?
8106,ux.stackexchange.com.txt,How can list sorting/grouping be made intuitive?
8107,iota.stackexchange.com.txt,How to connect cli-app with IOTA Javascript Library
8108,islam.stackexchange.com.txt,New moon sighting follow local or Saudi or international sighting?
8109,expatriates.stackexchange.com.txt,What are customs requirements when transferring goods through Germany?
8110,interpersonal.stackexchange.com.txt,How can I encourage my boyfriend to stand up to his friends?
8111,puzzling.stackexchange.com.txt,solving a logic grid puzzle
8112,interpersonal.stackexchange.com.txt,How to deal with a boss that privately texts an (uninterested) coworker
8113,scicomp.stackexchange.com.txt,FEM/FVM/FD for structural modeling and stability issues due to large structural constants?
8114,tor.stackexchange.com.txt,Issues with Orbot and Orfox
8115,korean.stackexchange.com.txt,Is there any chance that a Korean language-learner uses ㅂ니다 ever?
8116,health.stackexchange.com.txt,a cure for gray hair is on the way?
8117,graphicdesign.stackexchange.com.txt,How to make full color brush in photoshop?
8118,money.stackexchange.com.txt,"If I moved out of my house and rented it out, would I need to refinance into an investment loan?"
8119,ru.stackoverflow.com.txt,Удаление куки mybb_ru с помощью javascript
8120,expatriates.stackexchange.com.txt,Can I have a P1 Visa and O1-B visa in the USA at same time?
8121,esperanto.stackexchange.com.txt,How does one say “What do you mean?” in Esperanto?
8122,writers.stackexchange.com.txt,How to invest readers in a story that (initially) has no clear direction?
8123,photo.stackexchange.com.txt,Zoom ring clicks after dropping my Canon 18-55mm IS II kit lens; what to do?
8124,mythology.stackexchange.com.txt,Is there a kami of Aokigahara?
8125,stellar.stackexchange.com.txt,Is there a way to get a list of payments on account along with the transaction memo?
8126,superuser.com.txt,How can I setup SSH Tunneling with AT&T on OS X
8127,politics.stackexchange.com.txt,Do any Republicans oppose banning bump fire stocks?
8128,iota.stackexchange.com.txt,How to set up an IOTA Sensor for Data Marketplace?
8129,literature.stackexchange.com.txt,Modern British English novels suitable for learning English
8130,mechanics.stackexchange.com.txt,Can't find out a correct fuel pump for my vehicle
8131,eosio.stackexchange.com.txt,"When running ""sudo cleos wallet keys"" I can't see the keys but with ""cleos wallet keys"", I can see them"
8132,health.stackexchange.com.txt,Can strenuous or exhaustive exercises in old age weaken muscles like in post-polio syndrome?
8133,fitness.stackexchange.com.txt,Should the calves be tense when standing still?
8134,joomla.stackexchange.com.txt,How about storing single records and their categories in one table
8135,serverfault.com.txt,Why is hsqldb the owner of my directory?
8136,spanish.stackexchange.com.txt,¿Cuál es la diferencia en el significado del presente y pretérito perfecto simple del subjuntivo en combinación con el futuro?
8137,lifehacks.stackexchange.com.txt,How to hold together large packet of paper
8138,russian.stackexchange.com.txt,why она всегда думает о сыне instead of она всегда думает о её сыне?
8139,softwareengineering.stackexchange.com.txt,Examples of composition in software engineering?
8140,german.stackexchange.com.txt,"Can you replace ""sich"" in ""Es lohnt sich nicht"""
8141,stellar.stackexchange.com.txt,Unable to save data using Horizon on private testnet
8142,robotics.stackexchange.com.txt,Max motor voltage for RoboClaw controller
8143,sqa.stackexchange.com.txt,How can i simulate a load for downloading a file for 500 users?
8144,sports.stackexchange.com.txt,Which players won both FIFA U-20 World Cup and FIFA World Cup?
8145,serverfault.com.txt,System error 1219 has occurred
8146,windowsphone.stackexchange.com.txt,How can I have Cortana tell me what song is playing? (on my phone; not in background; by using it's metadata)
8147,parenting.stackexchange.com.txt,Bananas. How many is too many for a toddler?
8148,politics.stackexchange.com.txt,"In what ways is Obamacare better/worse than the previous healthcare system in the US, now that we have real world information about how it operates?"
8149,serverfault.com.txt,How can I improve NFS performance on a gigabit LAN?
8150,gis.stackexchange.com.txt,Creating simple image from vector data
8151,languagelearning.stackexchange.com.txt,What skills does reading aloud improve?
8152,raspberrypi.stackexchange.com.txt,Cannot create new database in MySQL - logging in as 'root'@'localhost'
8153,sustainability.stackexchange.com.txt,How can I more effectively cool my house by managing windows with outdoor temperature changes?
8154,gis.stackexchange.com.txt,Parcel Fabric vs. Polygon feature class (for land parcel management)
8155,monero.stackexchange.com.txt,Problems with creating name and regularly accessing view-only wallet for cold storage
8156,tor.stackexchange.com.txt,Is it possible to run a Docker container that connects to internet only through Tor?
8157,physics.stackexchange.com.txt,Is there an intuitive geometric view of the effects of Lorentz transformations?
8158,russian.stackexchange.com.txt,Correct Russian equivalent of 'grasshopper'
8159,languagelearning.stackexchange.com.txt,How to enhance the German vocabulary of my six-year-old?
8160,expressionengine.stackexchange.com.txt,template variables not parsing inside javascript
8161,engineering.stackexchange.com.txt,Electric field inside human body
8162,sustainability.stackexchange.com.txt,Fuel efficiency when decelerating on a hill
8163,unix.stackexchange.com.txt,Is Open LDAP meant to work with the passwd command for Linux?
8164,networkengineering.stackexchange.com.txt,What criteria do routers use to sense a WAN outage when using VRRP?
8165,iota.stackexchange.com.txt,What are IOTA flash channels and how can users set them up?
8166,italian.stackexchange.com.txt,"""Quello"" or ""quel""? What is the difference?"
8167,worldbuilding.stackexchange.com.txt,A world with no carnivores
8168,english.stackexchange.com.txt,"Equivalent of ""Man up"" for a female"
8169,english.stackexchange.com.txt,What's a good word for a lack of concentration?
8170,networkengineering.stackexchange.com.txt,Alarm: CB 2 Fabric Chip 1 Not Online
8171,parenting.stackexchange.com.txt,Why should I be hell bent on educating my toddler when she's going to learn the stuff anyways when she grows up?
8172,stats.stackexchange.com.txt,Do I need to use t-test?
8173,fitness.stackexchange.com.txt,Safe use of minitramp to develop hip and lower leg/for mobility in older deconditioned subjects
8174,stackoverflow.com.txt,Configurable Table Prefixes with a .Net OR/M?
8175,linguistics.stackexchange.com.txt,How should the `y` in `Hornby` be pronounced
8176,travel.stackexchange.com.txt,Tourist visa with cancelled old passport and have renewed passport in hand
8177,mechanics.stackexchange.com.txt,Why does my car have this strange behavior when in 1st gear?
8178,english.stackexchange.com.txt,"What is the correct usage? ""Ever so often"" or ""Every so often"""
8179,vi.stackexchange.com.txt,Why so many keystrokes to duplicate a word with an edit in between them?
8180,english.stackexchange.com.txt,Term for poetry that mimics what it describes
8181,sqa.stackexchange.com.txt,Questions to ask when estimating testing effort?
8182,fitness.stackexchange.com.txt,"Barbell ""hip press"" for pecs - viable exercise?"
8183,or.stackexchange.com.txt,What is the Bound Flipping Ratio test?
8184,hinduism.stackexchange.com.txt,Do Advaitins believe that Vishnu appeared before Gaudapada?
8185,lifehacks.stackexchange.com.txt,How can I efficiently spot/track changes in a newer edition of the same book?
8186,physics.stackexchange.com.txt,Theoretical proof forbidding Loschmidt reversal?
8187,moderators.stackexchange.com.txt,How can I introduce changes to cover costs without enraging the community?
8188,sports.stackexchange.com.txt,How do I memorize hand signals faster being called out as a play during football?
8189,korean.stackexchange.com.txt,In which dialect are 애 and 에 pronounced differently?
8190,interpersonal.stackexchange.com.txt,How do I make friends with people who I have possibly alienated without making it awkward?
8191,sitecore.stackexchange.com.txt,"EXM: Adding ""List-Unsubscribe"" header to emails"
8192,history.stackexchange.com.txt,Worker's submission in the Industrial Revolution
8193,unix.stackexchange.com.txt,How can I profile a shell script?
8194,raspberrypi.stackexchange.com.txt,How do I display an image file (PNG) in a simple window?
8195,sports.stackexchange.com.txt,What's the relevance of the offside rule?
8196,worldbuilding.stackexchange.com.txt,How long does it take for a fact to become a legend? (In a medieval setting)
8197,scicomp.stackexchange.com.txt,Compare 64gb dd3 ram with 2gb Quadro M1000M gpu on Lenovo P50
8198,islam.stackexchange.com.txt,Did two or three angels visit Prophet Lut and Ibrahim?
8199,security.stackexchange.com.txt,Where is the salt on the OpenSSL AES encryption?
8200,musicfans.stackexchange.com.txt,Blood Simple. Music during the chase
8201,martialarts.stackexchange.com.txt,Can hitting a heavy bag lead to wrist or finger arthritis?
8202,expatriates.stackexchange.com.txt,Do i qualify for a Dutch Passport if my Mothers parents were Dutch born/citizens?
8203,ethereum.stackexchange.com.txt,"What are the advantages of ""full"" sync?"
8204,languagelearning.stackexchange.com.txt,How to make vocabulary acquisition fun?
8205,spanish.stackexchange.com.txt,"¿Es correcto decir ""fichas rojas, naranjas y café""?"
8206,webmasters.stackexchange.com.txt,Failing with Adsense / How to get $ PC
8207,writers.stackexchange.com.txt,How to communicate character desire?
8208,philosophy.stackexchange.com.txt,When is a robot considered alive?
8209,expressionengine.stackexchange.com.txt,Expresso Store PHP Error when login into the CP
8210,pm.stackexchange.com.txt,Places to find free software projects who need a project manager?
8211,puzzling.stackexchange.com.txt,How will you weather this riddle?
8212,italian.stackexchange.com.txt,Nomi alternativi per città italiane
8213,korean.stackexchange.com.txt,I started studying Korean at 32. I'm 34 and still terrible. Is it possible to learn in your 30s?
8214,money.stackexchange.com.txt,How can I save money on home insurance?
8215,health.stackexchange.com.txt,"What is the ""best"" or most accurate way to measure bodily hydration?"
8216,es.stackoverflow.com.txt,"Cual es la referencia de ensamblado para ""RestClient, RestRequest y HttpBasicAuthenticator """
8217,skeptics.stackexchange.com.txt,Does filling a clothing washing machine to the top reduce cleaning effectiveness?
8218,linguistics.stackexchange.com.txt,Do the WALS chapters cover the core grammatical structure of Spanish?
8219,pm.stackexchange.com.txt,Ideas how to convince old-school tree project management users to agile project management?
8220,serverfault.com.txt,Modify DNS cache other than HOSTS file?
8221,tezos.stackexchange.com.txt,ReasonML pattern matching error on tuples
8222,pm.stackexchange.com.txt,Inherited Project Fix or Start Over
8223,german.stackexchange.com.txt,Fall bei mehreren aufeinanderfolgenden Präpositionen?
8224,webmasters.stackexchange.com.txt,Why Can I See 301'd URL in Google Index
8225,ru.stackoverflow.com.txt,Повторная передача данных в БД
8226,pm.stackexchange.com.txt,Why use hybrid Scrum and XP?
8227,hsm.stackexchange.com.txt,What is the name of the identity $\frac{1}{2}\mathbf{\nabla (u \cdot u) = u \times (\nabla \times u ) + (u \cdot \nabla)u}$ and who derived it?
8228,robotics.stackexchange.com.txt,Why do robots need rangefinders while animals don't?
8229,gaming.stackexchange.com.txt,What are the Dinosaurs for on Wake Island?
8230,ukrainian.stackexchange.com.txt,"Що означає суфікс ""-енко"" в українських прізвищах і звідки він прийшов"
8231,interpersonal.stackexchange.com.txt,How to say no to an extremely pushy friend
8232,esperanto.stackexchange.com.txt,Why don’t I words take the N ending?
8233,sqa.stackexchange.com.txt,How to explain lacking of testing effort and missing test cases to my manager?
8234,stellar.stackexchange.com.txt,How to correctly generate a transaction sequence number for a private Stellar network?
8235,rus.stackexchange.com.txt,Авторские слова внутри прямой речи
8236,pm.stackexchange.com.txt,Satisfying an external auditor when using Agile
8237,iot.stackexchange.com.txt,How to enable detailed logging of Mosquitto broker on Windows 7?
8238,tor.stackexchange.com.txt,My ISP/Network/Government has blocked access to the TorProject website. How can I download Tor?
8239,scifi.stackexchange.com.txt,"Story where small, extremely dense men with guns that fire destructive compressed pellets rise from the depths of the earth into cave?"
8240,russian.stackexchange.com.txt,"How to pronounce the word ""рождéния""?"
8241,es.stackoverflow.com.txt,Error en actualizar y borrar usuarios - JSP y Servlets
8242,politics.stackexchange.com.txt,Do EEA members benefit from EU free trade deals?
8243,latin.stackexchange.com.txt,Differentiating possessive and non-possessive uses of the genitive
8244,webapps.stackexchange.com.txt,In the new Facebook where can I see my list of Friend Requests?
8245,italian.stackexchange.com.txt,"""E io, capo d'amore, il cuore mi s'è infiammato"": what does ""capo"" mean in this context?"
8246,martialarts.stackexchange.com.txt,What differentiates the major styles of Tai Chi?
8247,expressionengine.stackexchange.com.txt,Magpie issue with HTTP status code
8248,superuser.com.txt,How Do I Keep Snow Leopard From Showing the Soft Keyboard When Asking for a Password?
8249,joomla.stackexchange.com.txt,"Query database for articles, filtering by tag"
8250,fitness.stackexchange.com.txt,Why are my traps not growing?
8251,judaism.stackexchange.com.txt,ראש וראשון לכל דבר שבקדושה
8252,sports.stackexchange.com.txt,How are doubles tennis players matched?
8253,korean.stackexchange.com.txt,What are different causal connectives and how do they differ in nuance?
8254,literature.stackexchange.com.txt,Is it common to reveal suspense in epilogue?
8255,judaism.stackexchange.com.txt,How to validate Kashruth of an old Shofar?
8256,stellar.stackexchange.com.txt,"Exception while send Transaction using Java stellar SDK ""TimeBounds has to be set or you must call setTimeout(TIMEOUT_INFINITE)"""
8257,gardening.stackexchange.com.txt,Can I trim knockout rosebushes in winter?
8258,esperanto.stackexchange.com.txt,"Kiel traduki la germanan vorton ""Streuselkuchen""?"
8259,law.stackexchange.com.txt,Do you need a gambling licence to create a website where you stake virtual items?
8260,joomla.stackexchange.com.txt,"Archive file is corrupt, truncated or archive parts are missing"
8261,vegetarianism.stackexchange.com.txt,"What can replace milk, for vegan pancakes without eggs?"
8262,ham.stackexchange.com.txt,Cell tower identifier antenna isolator cannon
8263,latin.stackexchange.com.txt,The lowest form of humor
8264,opendata.stackexchange.com.txt,New delimited shapefile for Delhi
8265,unix.stackexchange.com.txt,"What can I use that is small, has linux, an ethernet port, and a hard drive?"
8266,physics.stackexchange.com.txt,Have experiments ever suggested two different values to the same divergent series?
8267,photo.stackexchange.com.txt,Expected Discounts and Price reductions during Thanksgiving - Christmas?
8268,hardwarerecs.stackexchange.com.txt,Router + External Hard Drive (a.k.a. Home Cloud)
8269,raspberrypi.stackexchange.com.txt,Raspberry Pi 2 and thermal printer
8270,engineering.stackexchange.com.txt,"How do I model the friction on a rolling pulley wheel, which holds weight, on a horizontal cable?"
8271,photo.stackexchange.com.txt,What is the Orton Effect and how can I apply it to digital photographs?
8272,health.stackexchange.com.txt,I have low blood pressure. How do I know if I have exceeded the oral rehydration salts daily dose?
8273,stackoverflow.com.txt,Visual Basic 6.0 to VB.NET declaration
8274,esperanto.stackexchange.com.txt,What are some example-words to show how well affixes work?
8275,wordpress.stackexchange.com.txt,Multiple Galleries in WordPress 3.3.1
8276,latin.stackexchange.com.txt,"""Deus meus"", aut ""Deus mī""?"
8277,travel.stackexchange.com.txt,Train trip duration from Zürich to Milano in the 1920s
8278,eosio.stackexchange.com.txt,Which encryption algorithm EOSIO uses
8279,graphicdesign.stackexchange.com.txt,Move Ai brushes to Ps?
8280,parenting.stackexchange.com.txt,Removing petroleum based grease from my skin before handling my infant
8281,superuser.com.txt,Archive Large files to DVD - span?
8282,philosophy.stackexchange.com.txt,What is the philosophical motivation for open sourcing software?
8283,musicfans.stackexchange.com.txt,"Who are Darryl, Jacki, Paul, and Diane?"
8284,martialarts.stackexchange.com.txt,How easy or hard is it for a combat sport champion to defeat a much stronger man?
8285,softwarerecs.stackexchange.com.txt,Is there a service to upload images and metadata to?
8286,vegetarianism.stackexchange.com.txt,Which places have a majority of vegetarians?
8287,math.stackexchange.com.txt,Solid angle spanned by disc/rewriting expression with elliptic integrals
8288,photo.stackexchange.com.txt,Should I shoot underexposed photos?
8289,tor.stackexchange.com.txt,Extra security for private forum posts
8290,pm.stackexchange.com.txt,Which CRM systems work well with Redmine?
8291,mechanics.stackexchange.com.txt,Why should I clean bug and bird debris off my car?
8292,ethereum.stackexchange.com.txt,What is the correct way to check if an address is zero?
8293,japanese.stackexchange.com.txt,"What is the difference between キャリアウーマン, OL, and ビジネスウーマン?"
8294,sustainability.stackexchange.com.txt,What are search engines with a focus on sustainability aspects?
8295,robotics.stackexchange.com.txt,Dynamic model of a robot lifted by a balloon (Multibody system)
8296,windowsphone.stackexchange.com.txt,How to keep track of daily mobile data limit?
8297,philosophy.stackexchange.com.txt,Did Locke reject the idea that people had temporal parts?
8298,tezos.stackexchange.com.txt,How to run unit tests?
8299,webmasters.stackexchange.com.txt,What are differences between sell side platforms (Admeld) and self-serve platform (AdReady)?
8300,pets.stackexchange.com.txt,"Rabbit making the bed, how cute is that?"
8301,woodworking.stackexchange.com.txt,Can I repair this bent part in my thickness planer?
8302,islam.stackexchange.com.txt,How to keep balance between love of Allah and fear of Allah?
8303,serverfault.com.txt,Website where one could find list of certified notebooks for OpenSolaris?
8304,literature.stackexchange.com.txt,Book about an artist/musician couple who move to a new cottage
8305,engineering.stackexchange.com.txt,Sensors / processing algorithms to emulate a human's sense of smell
8306,quant.stackexchange.com.txt,Incorrect characterization of spot rate?
8307,tor.stackexchange.com.txt,"What does ""Directory guard"" design means in the following context and could somebody elaborate on this Tor FAQ quote?"
8308,expressionengine.stackexchange.com.txt,Thumbnail could not be created for the image. Please make sure the thumbnail directory is writable.
8309,hinduism.stackexchange.com.txt,Why self realization doesn't imply omniscience?
8310,stats.stackexchange.com.txt,How do I compare d-prime scores for 2 different conditions for the same individual?
8311,parenting.stackexchange.com.txt,Am I giving a bad example to other people's children by buying junk food in supermarket?
8312,french.stackexchange.com.txt,"Most natural way of remarking ""That's annoying""?"
8313,math.stackexchange.com.txt,A question about local fields
8314,russian.stackexchange.com.txt,"""Отца не стало в июне."" Why is Отца not Отец?"
8315,moderators.stackexchange.com.txt,How to deal with an account that may be compromised?
8316,music.stackexchange.com.txt,learning scales on a piano
8317,pets.stackexchange.com.txt,How to teach a cat to go outside without being loud?
8318,pets.stackexchange.com.txt,Female pug getting aggressive and jerking lower abdomen
8319,sustainability.stackexchange.com.txt,How to choose a more sustainable vacation option?
8320,languagelearning.stackexchange.com.txt,Does learning a new language while in the target country instead of learning the current language reach the goal of acquiring both faster in the end?
8321,patents.stackexchange.com.txt,How is this inventive over Zagon application?
8322,patents.stackexchange.com.txt,Claims wording: too narrow and subject to workaround?
8323,japanese.stackexchange.com.txt,Verb tenses in hypothetical situations
8324,ux.stackexchange.com.txt,What is more pleasing to the eye fade in or suddently appear
8325,sharepoint.stackexchange.com.txt,Display List or Library on another site as WebPart?
